method,explorer_batch,task_in_batch,run_id,trajectory_id,effective_loss_turns,recorded_turns,prompt_truncated,training_order
Adaptive v1,38,train:38:train/pick_clean_then_place_in_recep-Kettle-None-DiningTable-7/trial_T20190907_144338_014196/game.tw-pddl:0,0,train:38:train/pick_clean_then_place_in_recep-Kettle-None-DiningTable-7/trial_T20190907_144338_014196/game.tw-pddl:0,15,30,True,598
Adaptive v1,38,train:38:train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-426/trial_T20190908_060552_772210/game.tw-pddl:0,0,train:38:train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-426/trial_T20190908_060552_772210/game.tw-pddl:0,22,30,True,599
Adaptive v1,38,train:38:train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-30/trial_T20190909_050651_623153/game.tw-pddl:0,0,train:38:train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-30/trial_T20190909_050651_623153/game.tw-pddl:0,12,30,True,600
Adaptive v1,38,train:38:train/pick_clean_then_place_in_recep-Tomato-None-CounterTop-14/trial_T20190909_012652_365290/game.tw-pddl:0,0,train:38:train/pick_clean_then_place_in_recep-Tomato-None-CounterTop-14/trial_T20190909_012652_365290/game.tw-pddl:0,7,7,False,601
Adaptive v1,38,train:38:train/pick_cool_then_place_in_recep-Pan-None-DiningTable-21/trial_T20190909_015141_172099/game.tw-pddl:0,0,train:38:train/pick_cool_then_place_in_recep-Pan-None-DiningTable-21/trial_T20190909_015141_172099/game.tw-pddl:0,10,30,True,602
Adaptive v1,38,train:38:train/pick_cool_then_place_in_recep-WineBottle-None-CounterTop-16/trial_T20190907_165538_792657/game.tw-pddl:0,0,train:38:train/pick_cool_then_place_in_recep-WineBottle-None-CounterTop-16/trial_T20190907_165538_792657/game.tw-pddl:0,12,30,True,603
Adaptive v1,38,train:38:train/pick_heat_then_place_in_recep-Tomato-None-Fridge-7/trial_T20190909_022716_437691/game.tw-pddl:0,0,train:38:train/pick_heat_then_place_in_recep-Tomato-None-Fridge-7/trial_T20190909_022716_437691/game.tw-pddl:0,7,30,True,604
Adaptive v1,38,train:38:train/pick_two_obj_and_place-Candle-None-CounterTop-406/trial_T20190908_045902_729862/game.tw-pddl:0,0,train:38:train/pick_two_obj_and_place-Candle-None-CounterTop-406/trial_T20190908_045902_729862/game.tw-pddl:0,14,14,False,605
Adaptive v1,38,train:38:train/pick_two_obj_and_place-CreditCard-None-ArmChair-222/trial_T20190908_042418_833206/game.tw-pddl:0,0,train:38:train/pick_two_obj_and_place-CreditCard-None-ArmChair-222/trial_T20190908_042418_833206/game.tw-pddl:0,21,30,True,606
Adaptive v1,38,train:38:train/pick_two_obj_and_place-KeyChain-None-Drawer-317/trial_T20190912_073129_052747/game.tw-pddl:0,0,train:38:train/pick_two_obj_and_place-KeyChain-None-Drawer-317/trial_T20190912_073129_052747/game.tw-pddl:0,22,30,True,607
Adaptive v1,38,train:38:train/pick_two_obj_and_place-PepperShaker-None-DiningTable-21/trial_T20190918_193649_729348/game.tw-pddl:0,0,train:38:train/pick_two_obj_and_place-PepperShaker-None-DiningTable-21/trial_T20190918_193649_729348/game.tw-pddl:0,10,30,True,608
Adaptive v1,39,train:39:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-301/trial_T20190907_174142_375532/game.tw-pddl:0,0,train:39:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-301/trial_T20190907_174142_375532/game.tw-pddl:0,18,30,True,609
Adaptive v1,39,train:39:train/pick_and_place_simple-Laptop-None-Ottoman-210/trial_T20190909_021528_920592/game.tw-pddl:0,0,train:39:train/pick_and_place_simple-Laptop-None-Ottoman-210/trial_T20190909_021528_920592/game.tw-pddl:0,22,30,True,610
Adaptive v1,39,train:39:train/pick_clean_then_place_in_recep-Cloth-None-Cabinet-405/trial_T20190907_080924_812825/game.tw-pddl:0,0,train:39:train/pick_clean_then_place_in_recep-Cloth-None-Cabinet-405/trial_T20190907_080924_812825/game.tw-pddl:0,7,7,False,611
Adaptive v1,39,train:39:train/pick_clean_then_place_in_recep-Cup-None-Microwave-6/trial_T20190909_033603_280835/game.tw-pddl:0,0,train:39:train/pick_clean_then_place_in_recep-Cup-None-Microwave-6/trial_T20190909_033603_280835/game.tw-pddl:0,15,30,True,612
Adaptive v1,39,train:39:train/pick_clean_then_place_in_recep-DishSponge-None-Cart-430/trial_T20190906_233436_645915/game.tw-pddl:0,0,train:39:train/pick_clean_then_place_in_recep-DishSponge-None-Cart-430/trial_T20190906_233436_645915/game.tw-pddl:0,24,30,True,613
Adaptive v1,39,train:39:train/pick_clean_then_place_in_recep-Kettle-None-Cabinet-3/trial_T20190909_151519_764841/game.tw-pddl:0,0,train:39:train/pick_clean_then_place_in_recep-Kettle-None-Cabinet-3/trial_T20190909_151519_764841/game.tw-pddl:0,8,8,False,614
Adaptive v1,39,train:39:train/pick_clean_then_place_in_recep-SoapBar-None-Toilet-427/trial_T20190906_184421_434111/game.tw-pddl:0,0,train:39:train/pick_clean_then_place_in_recep-SoapBar-None-Toilet-427/trial_T20190906_184421_434111/game.tw-pddl:0,20,30,True,615
Adaptive v1,39,train:39:train/pick_cool_then_place_in_recep-Tomato-None-Microwave-13/trial_T20190908_075444_186083/game.tw-pddl:0,0,train:39:train/pick_cool_then_place_in_recep-Tomato-None-Microwave-13/trial_T20190908_075444_186083/game.tw-pddl:0,11,30,True,616
Adaptive v1,39,train:39:train/pick_heat_then_place_in_recep-Apple-None-SideTable-3/trial_T20190907_164050_859748/game.tw-pddl:0,0,train:39:train/pick_heat_then_place_in_recep-Apple-None-SideTable-3/trial_T20190907_164050_859748/game.tw-pddl:0,7,7,False,617
Adaptive v1,39,train:39:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-6/trial_T20190908_165525_475387/game.tw-pddl:0,0,train:39:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-6/trial_T20190908_165525_475387/game.tw-pddl:0,15,30,True,618
Adaptive v1,39,train:39:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-12/trial_T20190907_034147_929599/game.tw-pddl:0,0,train:39:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-12/trial_T20190907_034147_929599/game.tw-pddl:0,9,30,True,619
Adaptive v1,39,train:39:train/pick_heat_then_place_in_recep-Potato-None-SideTable-28/trial_T20190907_075841_463460/game.tw-pddl:0,0,train:39:train/pick_heat_then_place_in_recep-Potato-None-SideTable-28/trial_T20190907_075841_463460/game.tw-pddl:0,8,8,False,620
Adaptive v1,39,train:39:train/pick_two_obj_and_place-Book-None-Desk-302/trial_T20190906_181127_765377/game.tw-pddl:0,0,train:39:train/pick_two_obj_and_place-Book-None-Desk-302/trial_T20190906_181127_765377/game.tw-pddl:0,22,30,True,621
Adaptive v1,39,train:39:train/pick_two_obj_and_place-KeyChain-None-SideTable-322/trial_T20190909_034001_524438/game.tw-pddl:0,0,train:39:train/pick_two_obj_and_place-KeyChain-None-SideTable-322/trial_T20190909_034001_524438/game.tw-pddl:0,23,30,True,622
Adaptive v1,39,train:39:train/pick_two_obj_and_place-SoapBar-None-Drawer-421/trial_T20190908_130615_278829/game.tw-pddl:0,0,train:39:train/pick_two_obj_and_place-SoapBar-None-Drawer-421/trial_T20190908_130615_278829/game.tw-pddl:0,22,30,True,623
Adaptive v1,39,train:39:train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-420/trial_T20190909_141726_511777/game.tw-pddl:0,0,train:39:train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-420/trial_T20190909_141726_511777/game.tw-pddl:0,15,15,False,624
Adaptive v1,40,train:40:train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154238_160623/game.tw-pddl:0,0,train:40:train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154238_160623/game.tw-pddl:0,24,30,True,625
Adaptive v1,40,train:40:train/pick_and_place_simple-KeyChain-None-Sofa-229/trial_T20190908_123332_888981/game.tw-pddl:0,0,train:40:train/pick_and_place_simple-KeyChain-None-Sofa-229/trial_T20190908_123332_888981/game.tw-pddl:0,14,14,False,626
Adaptive v1,40,train:40:train/pick_clean_then_place_in_recep-ButterKnife-None-DiningTable-4/trial_T20190908_080658_327235/game.tw-pddl:0,0,train:40:train/pick_clean_then_place_in_recep-ButterKnife-None-DiningTable-4/trial_T20190908_080658_327235/game.tw-pddl:0,7,7,False,627
Adaptive v1,40,train:40:train/pick_clean_then_place_in_recep-Knife-None-Drawer-11/trial_T20190908_182807_228958/game.tw-pddl:0,0,train:40:train/pick_clean_then_place_in_recep-Knife-None-Drawer-11/trial_T20190908_182807_228958/game.tw-pddl:0,16,30,True,628
Adaptive v1,40,train:40:train/pick_cool_then_place_in_recep-Bowl-None-CounterTop-15/trial_T20190909_034820_123796/game.tw-pddl:0,0,train:40:train/pick_cool_then_place_in_recep-Bowl-None-CounterTop-15/trial_T20190909_034820_123796/game.tw-pddl:0,16,30,True,629
Adaptive v1,40,train:40:train/pick_cool_then_place_in_recep-Cup-None-Microwave-30/trial_T20190909_073451_112369/game.tw-pddl:0,0,train:40:train/pick_cool_then_place_in_recep-Cup-None-Microwave-30/trial_T20190909_073451_112369/game.tw-pddl:0,12,30,True,630
Adaptive v1,40,train:40:train/pick_cool_then_place_in_recep-Egg-None-Microwave-5/trial_T20190908_005703_215661/game.tw-pddl:0,0,train:40:train/pick_cool_then_place_in_recep-Egg-None-Microwave-5/trial_T20190908_005703_215661/game.tw-pddl:0,14,30,True,631
Adaptive v1,40,train:40:train/pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181154_262087/game.tw-pddl:0,0,train:40:train/pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181154_262087/game.tw-pddl:0,14,30,True,632
Adaptive v1,40,train:40:train/pick_cool_then_place_in_recep-Plate-None-Cabinet-7/trial_T20190907_231242_525267/game.tw-pddl:0,0,train:40:train/pick_cool_then_place_in_recep-Plate-None-Cabinet-7/trial_T20190907_231242_525267/game.tw-pddl:0,12,12,False,633
Adaptive v1,40,train:40:train/pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060/game.tw-pddl:0,0,train:40:train/pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060/game.tw-pddl:0,18,30,True,634
Adaptive v1,40,train:40:train/pick_heat_then_place_in_recep-Tomato-None-DiningTable-16/trial_T20190907_201040_216331/game.tw-pddl:0,0,train:40:train/pick_heat_then_place_in_recep-Tomato-None-DiningTable-16/trial_T20190907_201040_216331/game.tw-pddl:0,11,30,True,635
Adaptive v1,40,train:40:train/pick_heat_then_place_in_recep-Tomato-None-Fridge-25/trial_T20190909_003326_516119/game.tw-pddl:0,0,train:40:train/pick_heat_then_place_in_recep-Tomato-None-Fridge-25/trial_T20190909_003326_516119/game.tw-pddl:0,17,30,True,636
Adaptive v1,40,train:40:train/pick_two_obj_and_place-Book-None-Bed-314/trial_T20190910_072531_402229/game.tw-pddl:0,0,train:40:train/pick_two_obj_and_place-Book-None-Bed-314/trial_T20190910_072531_402229/game.tw-pddl:0,25,30,True,637
Adaptive v1,40,train:40:train/pick_two_obj_and_place-Ladle-None-Drawer-4/trial_T20190908_154838_594672/game.tw-pddl:0,0,train:40:train/pick_two_obj_and_place-Ladle-None-Drawer-4/trial_T20190908_154838_594672/game.tw-pddl:0,14,30,True,638
Adaptive v1,40,train:40:train/pick_two_obj_and_place-Pen-None-Shelf-320/trial_T20190910_131856_812100/game.tw-pddl:0,0,train:40:train/pick_two_obj_and_place-Pen-None-Shelf-320/trial_T20190910_131856_812100/game.tw-pddl:0,9,30,True,639
Adaptive v1,40,train:40:train/pick_two_obj_and_place-PepperShaker-None-Drawer-15/trial_T20190909_051727_474470/game.tw-pddl:0,0,train:40:train/pick_two_obj_and_place-PepperShaker-None-Drawer-15/trial_T20190909_051727_474470/game.tw-pddl:0,16,30,True,640
Adaptive v1,41,train:41:train/look_at_obj_in_light-CD-None-DeskLamp-304/trial_T20190907_185624_189387/game.tw-pddl:0,0,train:41:train/look_at_obj_in_light-CD-None-DeskLamp-304/trial_T20190907_185624_189387/game.tw-pddl:0,21,30,True,641
Adaptive v1,41,train:41:train/look_at_obj_in_light-Pen-None-DeskLamp-309/trial_T20190909_051958_854080/game.tw-pddl:0,0,train:41:train/look_at_obj_in_light-Pen-None-DeskLamp-309/trial_T20190909_051958_854080/game.tw-pddl:0,7,7,False,642
Adaptive v1,41,train:41:train/look_at_obj_in_light-Vase-None-DeskLamp-216/trial_T20190906_200432_637572/game.tw-pddl:0,0,train:41:train/look_at_obj_in_light-Vase-None-DeskLamp-216/trial_T20190906_200432_637572/game.tw-pddl:0,20,30,True,643
Adaptive v1,41,train:41:train/pick_and_place_simple-Glassbottle-None-DiningTable-23/trial_T20190908_071053_270408/game.tw-pddl:0,0,train:41:train/pick_and_place_simple-Glassbottle-None-DiningTable-23/trial_T20190908_071053_270408/game.tw-pddl:0,17,30,True,644
Adaptive v1,41,train:41:train/pick_and_place_simple-Pillow-None-Sofa-209/trial_T20190907_101259_128239/game.tw-pddl:0,0,train:41:train/pick_and_place_simple-Pillow-None-Sofa-209/trial_T20190907_101259_128239/game.tw-pddl:0,6,6,False,645
Adaptive v1,41,train:41:train/pick_and_place_simple-SprayBottle-None-Toilet-420/trial_T20190909_113842_397571/game.tw-pddl:0,0,train:41:train/pick_and_place_simple-SprayBottle-None-Toilet-420/trial_T20190909_113842_397571/game.tw-pddl:0,6,6,False,646
Adaptive v1,41,train:41:train/pick_clean_then_place_in_recep-Egg-None-DiningTable-23/trial_T20190908_083830_429005/game.tw-pddl:0,0,train:41:train/pick_clean_then_place_in_recep-Egg-None-DiningTable-23/trial_T20190908_083830_429005/game.tw-pddl:0,6,6,False,647
Adaptive v1,41,train:41:train/pick_clean_then_place_in_recep-Spoon-None-CounterTop-8/trial_T20190908_224554_970210/game.tw-pddl:0,0,train:41:train/pick_clean_then_place_in_recep-Spoon-None-CounterTop-8/trial_T20190908_224554_970210/game.tw-pddl:0,14,30,True,648
Adaptive v1,41,train:41:train/pick_cool_then_place_in_recep-Bread-None-DiningTable-11/trial_T20190908_005249_038958/game.tw-pddl:0,0,train:41:train/pick_cool_then_place_in_recep-Bread-None-DiningTable-11/trial_T20190908_005249_038958/game.tw-pddl:0,16,30,True,649
Adaptive v1,41,train:41:train/pick_heat_then_place_in_recep-Mug-None-Cabinet-25/trial_T20190909_095428_061064/game.tw-pddl:0,0,train:41:train/pick_heat_then_place_in_recep-Mug-None-Cabinet-25/trial_T20190909_095428_061064/game.tw-pddl:0,8,8,False,650
Adaptive v1,41,train:41:train/pick_heat_then_place_in_recep-Mug-None-Shelf-7/trial_T20190907_022308_669309/game.tw-pddl:0,0,train:41:train/pick_heat_then_place_in_recep-Mug-None-Shelf-7/trial_T20190907_022308_669309/game.tw-pddl:0,16,30,True,651
Adaptive v1,41,train:41:train/pick_two_obj_and_place-AlarmClock-None-Dresser-318/trial_T20190919_024636_931517/game.tw-pddl:0,0,train:41:train/pick_two_obj_and_place-AlarmClock-None-Dresser-318/trial_T20190919_024636_931517/game.tw-pddl:0,19,30,True,652
Adaptive v1,41,train:41:train/pick_two_obj_and_place-Pillow-None-ArmChair-217/trial_T20190908_034605_540049/game.tw-pddl:0,0,train:41:train/pick_two_obj_and_place-Pillow-None-ArmChair-217/trial_T20190908_034605_540049/game.tw-pddl:0,21,30,True,653
Adaptive v1,41,train:41:train/pick_two_obj_and_place-SaltShaker-None-Drawer-12/trial_T20190907_175317_697442/game.tw-pddl:0,0,train:41:train/pick_two_obj_and_place-SaltShaker-None-Drawer-12/trial_T20190907_175317_697442/game.tw-pddl:0,15,30,True,654
Adaptive v1,41,train:41:train/pick_two_obj_and_place-SoapBar-None-Shelf-415/trial_T20190908_070525_956427/game.tw-pddl:0,0,train:41:train/pick_two_obj_and_place-SoapBar-None-Shelf-415/trial_T20190908_070525_956427/game.tw-pddl:0,21,30,True,655
Adaptive v1,41,train:41:train/pick_two_obj_and_place-TissueBox-None-CoffeeTable-220/trial_T20190909_145607_044709/game.tw-pddl:0,0,train:41:train/pick_two_obj_and_place-TissueBox-None-CoffeeTable-220/trial_T20190909_145607_044709/game.tw-pddl:0,23,30,True,656
Adaptive v1,42,train:42:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-316/trial_T20190906_202305_162111/game.tw-pddl:0,0,train:42:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-316/trial_T20190906_202305_162111/game.tw-pddl:0,7,7,False,657
Adaptive v1,42,train:42:train/pick_and_place_simple-CD-None-SideTable-328/trial_T20190907_033509_300729/game.tw-pddl:0,0,train:42:train/pick_and_place_simple-CD-None-SideTable-328/trial_T20190907_033509_300729/game.tw-pddl:0,5,5,False,658
Adaptive v1,42,train:42:train/pick_and_place_simple-Glassbottle-None-DiningTable-23/trial_T20190908_071117_449095/game.tw-pddl:0,0,train:42:train/pick_and_place_simple-Glassbottle-None-DiningTable-23/trial_T20190908_071117_449095/game.tw-pddl:0,7,30,True,659
Adaptive v1,42,train:42:train/pick_and_place_simple-Lettuce-None-CounterTop-25/trial_T20190907_000052_389529/game.tw-pddl:0,0,train:42:train/pick_and_place_simple-Lettuce-None-CounterTop-25/trial_T20190907_000052_389529/game.tw-pddl:0,5,5,False,660
Adaptive v1,42,train:42:train/pick_and_place_simple-PepperShaker-None-Drawer-5/trial_T20190908_195340_064065/game.tw-pddl:0,0,train:42:train/pick_and_place_simple-PepperShaker-None-Drawer-5/trial_T20190908_195340_064065/game.tw-pddl:0,5,5,False,661
Adaptive v1,42,train:42:train/pick_and_place_simple-SoapBottle-None-SideTable-420/trial_T20190908_063550_595984/game.tw-pddl:0,0,train:42:train/pick_and_place_simple-SoapBottle-None-SideTable-420/trial_T20190908_063550_595984/game.tw-pddl:0,23,30,True,662
Adaptive v1,42,train:42:train/pick_and_place_simple-TissueBox-None-SideTable-229/trial_T20190908_114048_231845/game.tw-pddl:0,0,train:42:train/pick_and_place_simple-TissueBox-None-SideTable-229/trial_T20190908_114048_231845/game.tw-pddl:0,8,8,False,663
Adaptive v1,42,train:42:train/pick_clean_then_place_in_recep-Potato-None-Microwave-2/trial_T20190908_102036_283979/game.tw-pddl:0,0,train:42:train/pick_clean_then_place_in_recep-Potato-None-Microwave-2/trial_T20190908_102036_283979/game.tw-pddl:0,7,7,False,664
Adaptive v1,42,train:42:train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-407/trial_T20190907_222235_383777/game.tw-pddl:0,0,train:42:train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-407/trial_T20190907_222235_383777/game.tw-pddl:0,22,30,True,665
Adaptive v1,42,train:42:train/pick_clean_then_place_in_recep-Tomato-None-Microwave-15/trial_T20190908_180435_978973/game.tw-pddl:0,0,train:42:train/pick_clean_then_place_in_recep-Tomato-None-Microwave-15/trial_T20190908_180435_978973/game.tw-pddl:0,8,30,True,666
Adaptive v1,42,train:42:train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-26/trial_T20190908_134655_569714/game.tw-pddl:0,0,train:42:train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-26/trial_T20190908_134655_569714/game.tw-pddl:0,13,30,True,667
Adaptive v1,42,train:42:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-18/trial_T20190907_150654_710990/game.tw-pddl:0,0,train:42:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-18/trial_T20190907_150654_710990/game.tw-pddl:0,14,30,True,668
Adaptive v1,42,train:42:train/pick_heat_then_place_in_recep-Tomato-None-CounterTop-17/trial_T20190908_223040_461364/game.tw-pddl:0,0,train:42:train/pick_heat_then_place_in_recep-Tomato-None-CounterTop-17/trial_T20190908_223040_461364/game.tw-pddl:0,12,30,True,669
Adaptive v1,42,train:42:train/pick_two_obj_and_place-CD-None-Drawer-304/trial_T20190907_230204_336041/game.tw-pddl:0,0,train:42:train/pick_two_obj_and_place-CD-None-Drawer-304/trial_T20190907_230204_336041/game.tw-pddl:0,23,30,True,670
Adaptive v1,42,train:42:train/pick_two_obj_and_place-Candle-None-Cabinet-414/trial_T20190908_190717_343206/game.tw-pddl:0,0,train:42:train/pick_two_obj_and_place-Candle-None-Cabinet-414/trial_T20190908_190717_343206/game.tw-pddl:0,20,30,True,671
Adaptive v1,42,train:42:train/pick_two_obj_and_place-Candle-None-Cabinet-428/trial_T20190909_053754_615376/game.tw-pddl:0,0,train:42:train/pick_two_obj_and_place-Candle-None-Cabinet-428/trial_T20190909_053754_615376/game.tw-pddl:0,8,30,True,672
Adaptive v1,43,train:43:train/pick_and_place_simple-CellPhone-None-Bed-313/trial_T20190907_092221_700361/game.tw-pddl:0,0,train:43:train/pick_and_place_simple-CellPhone-None-Bed-313/trial_T20190907_092221_700361/game.tw-pddl:0,4,4,False,673
Adaptive v1,43,train:43:train/pick_and_place_simple-Cloth-None-Drawer-409/trial_T20190908_032838_597592/game.tw-pddl:0,0,train:43:train/pick_and_place_simple-Cloth-None-Drawer-409/trial_T20190908_032838_597592/game.tw-pddl:0,22,30,True,674
Adaptive v1,43,train:43:train/pick_and_place_simple-ToiletPaper-None-Toilet-429/trial_T20190907_215139_316260/game.tw-pddl:0,0,train:43:train/pick_and_place_simple-ToiletPaper-None-Toilet-429/trial_T20190907_215139_316260/game.tw-pddl:0,4,30,True,675
Adaptive v1,43,train:43:train/pick_clean_then_place_in_recep-Fork-None-Drawer-25/trial_T20190909_152707_511186/game.tw-pddl:0,0,train:43:train/pick_clean_then_place_in_recep-Fork-None-Drawer-25/trial_T20190909_152707_511186/game.tw-pddl:0,16,30,True,676
Adaptive v1,43,train:43:train/pick_cool_then_place_in_recep-Bowl-None-CounterTop-15/trial_T20190909_034852_777036/game.tw-pddl:0,0,train:43:train/pick_cool_then_place_in_recep-Bowl-None-CounterTop-15/trial_T20190909_034852_777036/game.tw-pddl:0,16,30,True,677
Adaptive v1,43,train:43:train/pick_cool_then_place_in_recep-Bread-None-DiningTable-16/trial_T20190908_035642_699545/game.tw-pddl:0,0,train:43:train/pick_cool_then_place_in_recep-Bread-None-DiningTable-16/trial_T20190908_035642_699545/game.tw-pddl:0,11,30,True,678
Adaptive v1,43,train:43:train/pick_cool_then_place_in_recep-Cup-None-Microwave-17/trial_T20190906_192709_651069/game.tw-pddl:0,0,train:43:train/pick_cool_then_place_in_recep-Cup-None-Microwave-17/trial_T20190906_192709_651069/game.tw-pddl:0,13,30,True,679
Adaptive v1,43,train:43:train/pick_cool_then_place_in_recep-Cup-None-Microwave-17/trial_T20190906_192746_084663/game.tw-pddl:0,0,train:43:train/pick_cool_then_place_in_recep-Cup-None-Microwave-17/trial_T20190906_192746_084663/game.tw-pddl:0,14,30,True,680
Adaptive v1,43,train:43:train/pick_cool_then_place_in_recep-Plate-None-Shelf-1/trial_T20190908_075027_183662/game.tw-pddl:0,0,train:43:train/pick_cool_then_place_in_recep-Plate-None-Shelf-1/trial_T20190908_075027_183662/game.tw-pddl:0,12,30,True,681
Adaptive v1,43,train:43:train/pick_heat_then_place_in_recep-Apple-None-CounterTop-30/trial_T20190908_103606_028358/game.tw-pddl:0,0,train:43:train/pick_heat_then_place_in_recep-Apple-None-CounterTop-30/trial_T20190908_103606_028358/game.tw-pddl:0,8,8,False,682
Adaptive v1,43,train:43:train/pick_heat_then_place_in_recep-Apple-None-DiningTable-23/trial_T20190909_082324_376707/game.tw-pddl:0,0,train:43:train/pick_heat_then_place_in_recep-Apple-None-DiningTable-23/trial_T20190909_082324_376707/game.tw-pddl:0,16,30,True,683
Adaptive v1,43,train:43:train/pick_heat_then_place_in_recep-Egg-None-Fridge-13/trial_T20190907_151855_542663/game.tw-pddl:0,0,train:43:train/pick_heat_then_place_in_recep-Egg-None-Fridge-13/trial_T20190907_151855_542663/game.tw-pddl:0,8,8,False,684
Adaptive v1,43,train:43:train/pick_heat_then_place_in_recep-Mug-None-Cabinet-30/trial_T20190909_044538_375844/game.tw-pddl:0,0,train:43:train/pick_heat_then_place_in_recep-Mug-None-Cabinet-30/trial_T20190909_044538_375844/game.tw-pddl:0,12,30,True,685
Adaptive v1,43,train:43:train/pick_heat_then_place_in_recep-Tomato-None-SideTable-28/trial_T20190908_031506_186347/game.tw-pddl:0,0,train:43:train/pick_heat_then_place_in_recep-Tomato-None-SideTable-28/trial_T20190908_031506_186347/game.tw-pddl:0,6,6,False,686
Adaptive v1,43,train:43:train/pick_two_obj_and_place-Pencil-None-Desk-314/trial_T20190907_044949_056560/game.tw-pddl:0,0,train:43:train/pick_two_obj_and_place-Pencil-None-Desk-314/trial_T20190907_044949_056560/game.tw-pddl:0,23,30,True,687
Adaptive v1,43,train:43:train/pick_two_obj_and_place-Pencil-None-Desk-327/trial_T20190911_224632_531947/game.tw-pddl:0,0,train:43:train/pick_two_obj_and_place-Pencil-None-Desk-327/trial_T20190911_224632_531947/game.tw-pddl:0,10,10,False,688
Adaptive v1,44,train:44:train/pick_and_place_simple-KeyChain-None-ArmChair-322/trial_T20190908_223340_751080/game.tw-pddl:0,0,train:44:train/pick_and_place_simple-KeyChain-None-ArmChair-322/trial_T20190908_223340_751080/game.tw-pddl:0,21,21,False,689
Adaptive v1,44,train:44:train/pick_and_place_simple-Statue-None-CoffeeTable-228/trial_T20190906_185540_904069/game.tw-pddl:0,0,train:44:train/pick_and_place_simple-Statue-None-CoffeeTable-228/trial_T20190906_185540_904069/game.tw-pddl:0,4,4,False,690
Adaptive v1,44,train:44:train/pick_and_place_simple-ToiletPaper-None-GarbageCan-416/trial_T20190906_202104_886119/game.tw-pddl:0,0,train:44:train/pick_and_place_simple-ToiletPaper-None-GarbageCan-416/trial_T20190906_202104_886119/game.tw-pddl:0,7,7,False,691
Adaptive v1,44,train:44:train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-430/trial_T20190908_102028_194585/game.tw-pddl:0,0,train:44:train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-430/trial_T20190908_102028_194585/game.tw-pddl:0,22,30,True,692
Adaptive v1,44,train:44:train/pick_clean_then_place_in_recep-Bowl-None-Cabinet-13/trial_T20190909_022941_058533/game.tw-pddl:0,0,train:44:train/pick_clean_then_place_in_recep-Bowl-None-Cabinet-13/trial_T20190909_022941_058533/game.tw-pddl:0,12,30,True,693
Adaptive v1,44,train:44:train/pick_clean_then_place_in_recep-Bowl-None-Fridge-4/trial_T20190909_024009_792841/game.tw-pddl:0,0,train:44:train/pick_clean_then_place_in_recep-Bowl-None-Fridge-4/trial_T20190909_024009_792841/game.tw-pddl:0,9,9,False,694
Adaptive v1,44,train:44:train/pick_clean_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190909_002515_745057/game.tw-pddl:0,0,train:44:train/pick_clean_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190909_002515_745057/game.tw-pddl:0,7,7,False,695
Adaptive v1,44,train:44:train/pick_cool_then_place_in_recep-Bowl-None-Microwave-25/trial_T20190906_180413_806436/game.tw-pddl:0,0,train:44:train/pick_cool_then_place_in_recep-Bowl-None-Microwave-25/trial_T20190906_180413_806436/game.tw-pddl:0,17,30,True,696
Adaptive v1,44,train:44:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-1/trial_T20190908_212506_100520/game.tw-pddl:0,0,train:44:train/pick_cool_then_place_in_recep-Bread-None-CounterTop-1/trial_T20190908_212506_100520/game.tw-pddl:0,12,30,True,697
Adaptive v1,44,train:44:train/pick_cool_then_place_in_recep-Egg-None-SideTable-21/trial_T20190907_044013_708280/game.tw-pddl:0,0,train:44:train/pick_cool_then_place_in_recep-Egg-None-SideTable-21/trial_T20190907_044013_708280/game.tw-pddl:0,19,30,True,698
